author_a,author_b,shared_papers
Vitor Farinha Luz,Piero Gottardi,1
Fanny Henriet,Léo Reitzmann,1
Renaud Coulomb,Léo Reitzmann,1
Renaud Coulomb,Fanny Henriet,1
Andra C. Ghent,Jesse Gregory,1
Morris A. Davis,Jesse Gregory,1
Zhengyang Jiang,Zefeng Chen,1
Zhengyang Jiang,Cameron Peng,1
Mary Kate Batistich,Timothy N. Bond,1
Daron Acemoğlu,Jonas Loebbing,1
Daron Acemoğlu,Alireza Tahbaz-Salehi,1
Daron Acemoğlu,Martin Kaae Jensen,1
Daron Acemoğlu,Azarakhsh Malekian,1
Daron Acemoğlu,Ali Makhdoumi,1
Daron Acemoğlu,Carlos Molina,1
Daron Acemoğlu,Martín Fiszbein,1
Daron Acemoğlu,Cevat Giray Aksoy,1
Daron Acemoğlu,Nicolás Ajzenman,1
Jonathan D. Ketcham,Nicolai V. Kuminoff,1
Kelly Bishop,Nicolai V. Kuminoff,1
Kelly Bishop,Jonathan D. Ketcham,1
Mariann Ollár,Antonio Penta,1
Doruk Cetemen,Leeat Yariv,1
Doruk Cetemen,Can Urgun,1
Tiziano Rotesi,Alessandro Saia,1
Elena Esposito,Alessandro Saia,1
Elena Esposito,Tiziano Rotesi,1
Daron Acemoğlu,Daniel P. Huttenlocher,1
Manasi Deshpande,Lee Lockwood,1
Zhengyang Jiang,Hongqi Liu,1
Manasi Deshpande,Michael Mueller‐Smith,1
Zhengyang Jiang,Arvind Krishnamurthy,1
Debraj Ray,Garance Genicot,1
Paula Onuchic,Debraj Ray,1
Chen Lian,Dmitriy Sergeyev,1
Chen Lian,Christian K. Wolf,1
Chen Lian,George‐Marios Angeletos,1
Mitchell Hoffman,Zoë Cullen,1
Mitchell Hoffman,Nick Zubanov,1
Matthias Heinz,Nick Zubanov,1
Matthias Heinz,Mitchell Hoffman,1
Guido Friebel,Nick Zubanov,1
Guido Friebel,Mitchell Hoffman,1
Guido Friebel,Matthias Heinz,1
Arindrajit Dubé,Alan Manning,1
Mark Hoekstra,CarlyWill Sloan,1
Benjamin Faber,Thibault Fally,1
Manasi Deshpande,Rebecca Dizon-Ross,1
Eduardo Dávila,Benjamin Hébert,1
Maggie R. Jones,Sonya R. Porter,1
Michael Droste,Sebastian Puerta,1
Fiona Kastel,Elizabeth Thach,1
Laura Kincaide,Sarah LaBauve,1
Laura Kincaide,Caitlin Kupsc,1
Fiona Kastel,Aiyun Zheng,1
Fiona Kastel,Ruby Zhang,1
Fiona Kastel,David Williams,1
Fiona Kastel,A.K. Williams,1
Fiona Kastel,Amanda Wahlers,1
Fiona Kastel,Nicolaj Thor,1
Fiona Kastel,Clare Suter,1
Laura Kincaide,Ruby Zhang,1
Fiona Kastel,James Stratton,1
Fiona Kastel,Kamelia Stavreva,1
Fiona Kastel,Krista Stapleford,1
Fiona Kastel,Shannon Felton Spence,1
Fiona Kastel,Emanuel Schertz,1
Fiona Kastel,Tom Rutter,1
Fiona Kastel,Peter Ruhm,1
Fiona Kastel,Daniel A. Reuter,1
Laura Kincaide,Lucía Martínez Lamas,1
Laura Kincaide,Kai Matheson,1
Laura Kincaide,Jared Miller,1
Laura Kincaide,Kate Musen,1
Laura Kincaide,A.K. Williams,1
Laura Kincaide,Amanda Wahlers,1
Laura Kincaide,Nicolaj Thor,1
Laura Kincaide,Elizabeth Thach,1
Laura Kincaide,Clare Suter,1
Laura Kincaide,James Stratton,1
Laura Kincaide,Kamelia Stavreva,1
Laura Kincaide,Krista Stapleford,1
Laura Kincaide,Shannon Felton Spence,1
Laura Kincaide,Emanuel Schertz,1
Laura Kincaide,Tom Rutter,1
Laura Kincaide,Peter Ruhm,1
Laura Kincaide,Daniel A. Reuter,1
Laura Kincaide,Sebastian Puerta,1
Laura Kincaide,Max Pienkny,1
Laura Kincaide,Lynn Overmann,1
Laura Kincaide,Danny Onorato,1
Fiona Kastel,Sebastian Puerta,1
Fiona Kastel,Max Pienkny,1
Fiona Kastel,Lynn Overmann,1
Margaret Kallus,Emanuel Schertz,1
Margaret Kallus,Peter Ruhm,1
Margaret Kallus,Daniel A. Reuter,1
Margaret Kallus,Sebastian Puerta,1
Margaret Kallus,Max Pienkny,1
Margaret Kallus,Lynn Overmann,1
Margaret Kallus,Danny Onorato,1
Margaret Kallus,Kate Musen,1
Margaret Kallus,Jared Miller,1
Margaret Kallus,Kai Matheson,1
Margaret Kallus,Lucía Martínez Lamas,1
Margaret Kallus,Sarah LaBauve,1
Margaret Kallus,Caitlin Kupsc,1
Margaret Kallus,Laura Kincaide,1
Margaret Kallus,Fiona Kastel,1
Tyler Jacobson,Aiyun Zheng,1
Tyler Jacobson,Ruby Zhang,1
Tyler Jacobson,David Williams,1
Margaret Kallus,Tom Rutter,1
Margaret Kallus,Shannon Felton Spence,1
Fiona Kastel,Danny Onorato,1
Margaret Kallus,Krista Stapleford,1
Fiona Kastel,Kate Musen,1
Fiona Kastel,Jared Miller,1
Fiona Kastel,Kai Matheson,1
Fiona Kastel,Lucía Martínez Lamas,1
Fiona Kastel,Sarah LaBauve,1
Fiona Kastel,Caitlin Kupsc,1
Fiona Kastel,Laura Kincaide,1
Margaret Kallus,Aiyun Zheng,1
Margaret Kallus,Ruby Zhang,1
Margaret Kallus,David Williams,1
Margaret Kallus,A.K. Williams,1
Margaret Kallus,Amanda Wahlers,1
Margaret Kallus,Nicolaj Thor,1
Margaret Kallus,Elizabeth Thach,1
Margaret Kallus,Clare Suter,1
Margaret Kallus,James Stratton,1
Margaret Kallus,Kamelia Stavreva,1
Laura Kincaide,David Williams,1
Laura Kincaide,Aiyun Zheng,1
Nathaniel Hendren,Ellen Stuart,1
Lucía Martínez Lamas,Danny Onorato,1
Lucía Martínez Lamas,Shannon Felton Spence,1
Lucía Martínez Lamas,Emanuel Schertz,1
Lucía Martínez Lamas,Tom Rutter,1
Lucía Martínez Lamas,Peter Ruhm,1
Lucía Martínez Lamas,Daniel A. Reuter,1
Lucía Martínez Lamas,Sebastian Puerta,1
Lucía Martínez Lamas,Max Pienkny,1
Lucía Martínez Lamas,Lynn Overmann,1
Lucía Martínez Lamas,Kate Musen,1
Caitlin Kupsc,Sarah LaBauve,1
Lucía Martínez Lamas,Jared Miller,1
Lucía Martínez Lamas,Kai Matheson,1
Sarah LaBauve,Aiyun Zheng,1
Sarah LaBauve,Ruby Zhang,1
Sarah LaBauve,David Williams,1
Sarah LaBauve,A.K. Williams,1
Sarah LaBauve,Amanda Wahlers,1
Sarah LaBauve,Nicolaj Thor,1
Lucía Martínez Lamas,Krista Stapleford,1
Lucía Martínez Lamas,Kamelia Stavreva,1
Lucía Martínez Lamas,James Stratton,1
Lucía Martínez Lamas,Clare Suter,1
Kai Matheson,Emanuel Schertz,1
Kai Matheson,Tom Rutter,1
Kai Matheson,Peter Ruhm,1
Kai Matheson,Daniel A. Reuter,1
Kai Matheson,Sebastian Puerta,1
Kai Matheson,Max Pienkny,1
Kai Matheson,Lynn Overmann,1
Kai Matheson,Danny Onorato,1
Kai Matheson,Kate Musen,1
Kai Matheson,Jared Miller,1
Lucía Martínez Lamas,Aiyun Zheng,1
Lucía Martínez Lamas,Ruby Zhang,1
Lucía Martínez Lamas,David Williams,1
Lucía Martínez Lamas,A.K. Williams,1
Lucía Martínez Lamas,Amanda Wahlers,1
Lucía Martínez Lamas,Nicolaj Thor,1
Lucía Martínez Lamas,Elizabeth Thach,1
Sarah LaBauve,Elizabeth Thach,1
Sarah LaBauve,Clare Suter,1
Sarah LaBauve,James Stratton,1
Caitlin Kupsc,Nicolaj Thor,1
Caitlin Kupsc,Clare Suter,1
Caitlin Kupsc,James Stratton,1
Caitlin Kupsc,Kamelia Stavreva,1
Caitlin Kupsc,Krista Stapleford,1
Caitlin Kupsc,Shannon Felton Spence,1
Caitlin Kupsc,Emanuel Schertz,1
Caitlin Kupsc,Tom Rutter,1
Caitlin Kupsc,Peter Ruhm,1
Caitlin Kupsc,Daniel A. Reuter,1
Caitlin Kupsc,Sebastian Puerta,1
Caitlin Kupsc,Max Pienkny,1
Caitlin Kupsc,Lynn Overmann,1
Caitlin Kupsc,Danny Onorato,1
Caitlin Kupsc,Kate Musen,1
Caitlin Kupsc,Jared Miller,1
Caitlin Kupsc,Kai Matheson,1
Caitlin Kupsc,Lucía Martínez Lamas,1
Caitlin Kupsc,Elizabeth Thach,1
Caitlin Kupsc,Amanda Wahlers,1
Sarah LaBauve,Kamelia Stavreva,1
Caitlin Kupsc,A.K. Williams,1
Sarah LaBauve,Krista Stapleford,1
Sarah LaBauve,Shannon Felton Spence,1
Sarah LaBauve,Emanuel Schertz,1
Sarah LaBauve,Tom Rutter,1
Sarah LaBauve,Peter Ruhm,1
Sarah LaBauve,Daniel A. Reuter,1
Sarah LaBauve,Sebastian Puerta,1
Sarah LaBauve,Max Pienkny,1
Sarah LaBauve,Lynn Overmann,1
Sarah LaBauve,Danny Onorato,1
Sarah LaBauve,Kate Musen,1
Sarah LaBauve,Jared Miller,1
Sarah LaBauve,Kai Matheson,1
Sarah LaBauve,Lucía Martínez Lamas,1
Caitlin Kupsc,Aiyun Zheng,1
Caitlin Kupsc,Ruby Zhang,1
Caitlin Kupsc,David Williams,1
Tyler Jacobson,A.K. Williams,1
Tyler Jacobson,Amanda Wahlers,1
Tyler Jacobson,Nicolaj Thor,1
Federico Zertuche González,Matthew Jacob,1
Federico Zertuche González,Kai Matheson,1
Federico Zertuche González,Lucía Martínez Lamas,1
Federico Zertuche González,Sarah LaBauve,1
Federico Zertuche González,Caitlin Kupsc,1
Federico Zertuche González,Laura Kincaide,1
Federico Zertuche González,Fiona Kastel,1
Federico Zertuche González,Margaret Kallus,1
Federico Zertuche González,Tyler Jacobson,1
Federico Zertuche González,Abigail Hiller,1
Tyler Jacobson,Elizabeth Thach,1
Dhruv Gaur,Aiyun Zheng,1
Dhruv Gaur,Ruby Zhang,1
Dhruv Gaur,David Williams,1
Dhruv Gaur,A.K. Williams,1
Dhruv Gaur,Amanda Wahlers,1
Dhruv Gaur,Nicolaj Thor,1
Dhruv Gaur,Elizabeth Thach,1
Dhruv Gaur,Clare Suter,1
Federico Zertuche González,Jared Miller,1
Federico Zertuche González,Kate Musen,1
Federico Zertuche González,Danny Onorato,1
Federico Zertuche González,Lynn Overmann,1
Federico Zertuche González,Ruby Zhang,1
Federico Zertuche González,David Williams,1
Federico Zertuche González,A.K. Williams,1
Federico Zertuche González,Amanda Wahlers,1
Federico Zertuche González,Nicolaj Thor,1
Federico Zertuche González,Elizabeth Thach,1
Federico Zertuche González,Clare Suter,1
Federico Zertuche González,James Stratton,1
Federico Zertuche González,Kamelia Stavreva,1
Federico Zertuche González,Krista Stapleford,1
Federico Zertuche González,Shannon Felton Spence,1
Federico Zertuche González,Emanuel Schertz,1
Federico Zertuche González,Tom Rutter,1
Federico Zertuche González,Peter Ruhm,1
Federico Zertuche González,Daniel A. Reuter,1
Federico Zertuche González,Sebastian Puerta,1
Federico Zertuche González,Max Pienkny,1
Dhruv Gaur,James Stratton,1
Dhruv Gaur,Kamelia Stavreva,1
Dhruv Gaur,Krista Stapleford,1
Dhruv Gaur,Abigail Hiller,1
Michael Droste,Walker Ray,1
Michael Droste,Aiyun Zheng,1
Michael Droste,Ruby Zhang,1
Michael Droste,David Williams,1
Michael Droste,A.K. Williams,1
Michael Droste,Amanda Wahlers,1
Michael Droste,Nicolaj Thor,1
Michael Droste,Elizabeth Thach,1
Michael Droste,Clare Suter,1
Michael Droste,James Stratton,1
Michael Droste,Kamelia Stavreva,1
Michael Droste,Krista Stapleford,1
Michael Droste,Shannon Felton Spence,1
Michael Droste,Emanuel Schertz,1
Michael Droste,Tom Rutter,1
Michael Droste,Peter Ruhm,1
Michael Droste,Daniel A. Reuter,1
Dhruv Gaur,Federico Zertuche González,1
Dhruv Gaur,Matthew Jacob,1
Dhruv Gaur,Shannon Felton Spence,1
Dhruv Gaur,Tyler Jacobson,1
Dhruv Gaur,Emanuel Schertz,1
Dhruv Gaur,Tom Rutter,1
Dhruv Gaur,Peter Ruhm,1
Dhruv Gaur,Daniel A. Reuter,1
Dhruv Gaur,Sebastian Puerta,1
Dhruv Gaur,Max Pienkny,1
Dhruv Gaur,Lynn Overmann,1
Dhruv Gaur,Danny Onorato,1
Dhruv Gaur,Kate Musen,1
Dhruv Gaur,Jared Miller,1
Dhruv Gaur,Kai Matheson,1
Dhruv Gaur,Lucía Martínez Lamas,1
Dhruv Gaur,Sarah LaBauve,1
Dhruv Gaur,Caitlin Kupsc,1
Dhruv Gaur,Laura Kincaide,1
Dhruv Gaur,Fiona Kastel,1
Dhruv Gaur,Margaret Kallus,1
Federico Zertuche González,Aiyun Zheng,1
Abigail Hiller,Matthew Jacob,1
Abigail Hiller,Tyler Jacobson,1
Tyler Jacobson,Laura Kincaide,1
Tyler Jacobson,Margaret Kallus,1
Matthew Jacob,Aiyun Zheng,1
Matthew Jacob,Ruby Zhang,1
Matthew Jacob,David Williams,1
Matthew Jacob,A.K. Williams,1
Matthew Jacob,Amanda Wahlers,1
Matthew Jacob,Nicolaj Thor,1
Matthew Jacob,Elizabeth Thach,1
Matthew Jacob,Clare Suter,1
Matthew Jacob,James Stratton,1
Matthew Jacob,Kamelia Stavreva,1
Matthew Jacob,Krista Stapleford,1
Matthew Jacob,Shannon Felton Spence,1
Matthew Jacob,Emanuel Schertz,1
Matthew Jacob,Tom Rutter,1
Matthew Jacob,Peter Ruhm,1
Matthew Jacob,Daniel A. Reuter,1
Tyler Jacobson,Fiona Kastel,1
Tyler Jacobson,Caitlin Kupsc,1
Matthew Jacob,Max Pienkny,1
Tyler Jacobson,Sarah LaBauve,1
Tyler Jacobson,Clare Suter,1
Tyler Jacobson,James Stratton,1
Tyler Jacobson,Kamelia Stavreva,1
Tyler Jacobson,Krista Stapleford,1
Tyler Jacobson,Shannon Felton Spence,1
Tyler Jacobson,Emanuel Schertz,1
Tyler Jacobson,Tom Rutter,1
Tyler Jacobson,Peter Ruhm,1
Tyler Jacobson,Daniel A. Reuter,1
Tyler Jacobson,Sebastian Puerta,1
Tyler Jacobson,Max Pienkny,1
Tyler Jacobson,Lynn Overmann,1
Tyler Jacobson,Danny Onorato,1
Tyler Jacobson,Kate Musen,1
Tyler Jacobson,Jared Miller,1
Tyler Jacobson,Kai Matheson,1
Tyler Jacobson,Lucía Martínez Lamas,1
Matthew Jacob,Sebastian Puerta,1
Matthew Jacob,Lynn Overmann,1
Abigail Hiller,Margaret Kallus,1
Abigail Hiller,Kamelia Stavreva,1
Abigail Hiller,Shannon Felton Spence,1
Abigail Hiller,Emanuel Schertz,1
Abigail Hiller,Tom Rutter,1
Abigail Hiller,Peter Ruhm,1
Abigail Hiller,Daniel A. Reuter,1
Abigail Hiller,Sebastian Puerta,1
Abigail Hiller,Max Pienkny,1
Abigail Hiller,Lynn Overmann,1
Abigail Hiller,Danny Onorato,1
Abigail Hiller,Kate Musen,1
Abigail Hiller,Jared Miller,1
Abigail Hiller,Kai Matheson,1
Abigail Hiller,Lucía Martínez Lamas,1
Abigail Hiller,Sarah LaBauve,1
Abigail Hiller,Caitlin Kupsc,1
Abigail Hiller,Laura Kincaide,1
Abigail Hiller,Fiona Kastel,1
Abigail Hiller,Krista Stapleford,1
Abigail Hiller,James Stratton,1
Matthew Jacob,Danny Onorato,1
Abigail Hiller,Clare Suter,1
Matthew Jacob,Kate Musen,1
Matthew Jacob,Jared Miller,1
Matthew Jacob,Kai Matheson,1
Matthew Jacob,Lucía Martínez Lamas,1
Matthew Jacob,Sarah LaBauve,1
Matthew Jacob,Caitlin Kupsc,1
Matthew Jacob,Laura Kincaide,1
Matthew Jacob,Fiona Kastel,1
Matthew Jacob,Margaret Kallus,1
Matthew Jacob,Tyler Jacobson,1
Abigail Hiller,Aiyun Zheng,1
Abigail Hiller,Ruby Zhang,1
Abigail Hiller,David Williams,1
Abigail Hiller,A.K. Williams,1
Abigail Hiller,Amanda Wahlers,1
Abigail Hiller,Nicolaj Thor,1
Abigail Hiller,Elizabeth Thach,1
Kai Matheson,Shannon Felton Spence,1
Kai Matheson,Krista Stapleford,1
Kai Matheson,Kamelia Stavreva,1
Elizabeth Thach,A.K. Williams,1
Nicolaj Thor,Aiyun Zheng,1
Nicolaj Thor,Ruby Zhang,1
Nicolaj Thor,David Williams,1
Nicolaj Thor,A.K. Williams,1
Nicolaj Thor,Amanda Wahlers,1
Elizabeth Thach,Aiyun Zheng,1
Elizabeth Thach,Ruby Zhang,1
Elizabeth Thach,David Williams,1
Elizabeth Thach,Amanda Wahlers,1
Emanuel Schertz,Nicolaj Thor,1
Elizabeth Thach,Nicolaj Thor,1
Clare Suter,Aiyun Zheng,1
Clare Suter,Ruby Zhang,1
Clare Suter,David Williams,1
Clare Suter,A.K. Williams,1
Clare Suter,Amanda Wahlers,1
Clare Suter,Nicolaj Thor,1
Clare Suter,Elizabeth Thach,1
Amanda Wahlers,A.K. Williams,1
Amanda Wahlers,David Williams,1
Amanda Wahlers,Ruby Zhang,1
Amanda Wahlers,Aiyun Zheng,1
Mathieu Taschereau-Dumouchel,Bineet Mishra,1
Mathieu Taschereau-Dumouchel,Alexandr Kopytov,1
Diego Restuccia,Xiaoyun Wei,1
Diego Restuccia,Chaoran Chen,1
Jessica Leight,Diego Restuccia,1
Loren Brandt,Xiaoyun Wei,1
Loren Brandt,Chaoran Chen,1
Loren Brandt,Jessica Leight,1
Tasso Adamopoulos,Xiaoyun Wei,1
Tasso Adamopoulos,Chaoran Chen,1
Tasso Adamopoulos,Jessica Leight,1
Ruby Zhang,Aiyun Zheng,1
David Williams,Aiyun Zheng,1
David Williams,Ruby Zhang,1
A.K. Williams,Aiyun Zheng,1
A.K. Williams,Ruby Zhang,1
A.K. Williams,David Williams,1
James Stratton,Aiyun Zheng,1
James Stratton,Ruby Zhang,1
James Stratton,David Williams,1
Krista Stapleford,Elizabeth Thach,1
Krista Stapleford,James Stratton,1
Krista Stapleford,Kamelia Stavreva,1
Shannon Felton Spence,Aiyun Zheng,1
Shannon Felton Spence,Ruby Zhang,1
Shannon Felton Spence,David Williams,1
Shannon Felton Spence,A.K. Williams,1
Shannon Felton Spence,Amanda Wahlers,1
Shannon Felton Spence,Nicolaj Thor,1
Shannon Felton Spence,Elizabeth Thach,1
Shannon Felton Spence,Clare Suter,1
Shannon Felton Spence,James Stratton,1
Shannon Felton Spence,Kamelia Stavreva,1
Shannon Felton Spence,Krista Stapleford,1
Emanuel Schertz,Aiyun Zheng,1
Emanuel Schertz,Ruby Zhang,1
Emanuel Schertz,David Williams,1
Emanuel Schertz,A.K. Williams,1
Krista Stapleford,Clare Suter,1
Krista Stapleford,Nicolaj Thor,1
James Stratton,A.K. Williams,1
Krista Stapleford,Amanda Wahlers,1
James Stratton,Amanda Wahlers,1
James Stratton,Nicolaj Thor,1
James Stratton,Elizabeth Thach,1
James Stratton,Clare Suter,1
Kamelia Stavreva,Aiyun Zheng,1
Kamelia Stavreva,Ruby Zhang,1
Kamelia Stavreva,David Williams,1
Kamelia Stavreva,A.K. Williams,1
Kamelia Stavreva,Amanda Wahlers,1
Kamelia Stavreva,Nicolaj Thor,1
Kamelia Stavreva,Elizabeth Thach,1
Kamelia Stavreva,Clare Suter,1
Kamelia Stavreva,James Stratton,1
Krista Stapleford,Aiyun Zheng,1
Krista Stapleford,Ruby Zhang,1
Krista Stapleford,David Williams,1
Krista Stapleford,A.K. Williams,1
Mathieu Taschereau-Dumouchel,Kristoffer Nimark,1
Deniz Kattwinkel,Jan Knoepfle,1
Deniz Kattwinkel,Ian Ball,1
Orazio Attanasio,Mario Padula,1
Orazio Attanasio,Kieran Larkin,1
Johannes Koenen,Christine Laudenbach,1
Andreas Hackethal,Christine Laudenbach,1
Andreas Hackethal,Johannes Koenen,1
Tabea Bucher‐Koenen,Christine Laudenbach,1
Tabea Bucher‐Koenen,Johannes Koenen,1
Tabea Bucher‐Koenen,Andreas Hackethal,1
Dean Corbae,José-V́ıctor Ŕıos-Rull,1
Dean Corbae,Kyle Dempsey,1
Dean Corbae,Satyajit Chatterjee,1
Dean Corbae,Andrew Glover,1
Volker Nocke,Patrick Rey,1
Volker Nocke,Roland Strausz,1
Paul Niehaus,Michael Walker,1
Paul Niehaus,Carlos Paramo,1
Paul Niehaus,Sandip Sukhtankar,1
Paul Niehaus,Karthik Muralidharan,1
Orazio Attanasio,Morten O. Ravn,1
Orazio Attanasio,Alison Andrew,1
Edward Miguel,Michael Walker,1
Orazio Attanasio,Raquel Bernal,1
Nathaniel Hendren,Ben Sprung-Keyser,1
Nathaniel Hendren,William Boning,1
Nathaniel Hendren,Daniel Herbst,1
Nathaniel Hendren,Christopher Palmer,1
Nathaniel Hendren,Lawrence F. Katz,1
Nathaniel Hendren,Stefanie DeLuca,1
Nathaniel Hendren,Peter Bergman,1
Nathaniel Hendren,Sonya R. Porter,1
Nathaniel Hendren,Maggie R. Jones,1
Morten O. Ravn,Evi Pappa,1
Morten O. Ravn,Andresa Lagerborg,1
Morten O. Ravn,Mario Padula,1
Kieran Larkin,Mario Padula,1
Kieran Larkin,Morten O. Ravn,1
Orazio Attanasio,Marta Rubio‐Codina,1
Orazio Attanasio,Sonya Krutikova,1
Orazio Attanasio,Lina Cardona‐Sosa,1
Paul Niehaus,Michael Walker,1
Edward Miguel,Carlos Paramo,1
Greg Buchak,Tomasz Piskorski,1
Noam Yuchtman,Andrew Kao,1
David Y. Yang,Noam Yuchtman,1
Martin Beraja,Juan Ospina,1
Martin Beraja,Nathan Zorzi,1
Martin Beraja,David Y. Yang,1
Martin Beraja,Andrew Kao,1
Martin Beraja,David Y. Yang,1
Charles Engel,Steve Pak Yeung Wu,1
Arthur Bauer,Jocelyn Boussard,1
Danial Lashkari,Marco Errico,1
Danial Lashkari,Xavier Jaravel,1
Danial Lashkari,Jocelyn Boussard,1
Danial Lashkari,Arthur Bauer,1
Tomasz Piskorski,Vincent Yao,1
Tomasz Piskorski,Tim Landvoigt,1
Tomasz Piskorski,Souphala Chomsisengphet,1
Tomasz Piskorski,Gene Amromin,1
Tomasz Piskorski,Sumit Agarwal,1
David Y. Yang,Shaoda Wang,1
Noam Yuchtman,David Y. Yang,1
Edward Miguel,Michael Walker,1
Fabrizio Mazzonna,Franco Peracchi,1
Johannes Haushofer,Michael Walker,1
Johannes Haushofer,Carlos Paramo,1
Johannes Haushofer,Michael Walker,1
Dennis Egger,Michael Walker,1
Dennis Egger,Paul Niehaus,1
Dennis Egger,Edward Miguel,1
Dennis Egger,Johannes Haushofer,1
David Jaume,Elisa Keller,1
Julieta Caunedo,Elisa Keller,1
Julieta Caunedo,David Jaume,1
Victor Ronda,Stephen J. Suomi,1
Victor Ronda,Juan Pantano,1
Victor Ronda,Amanda M. Dettmer,1
Victor Ronda,Jorge Luis García,1
Victor Ronda,Michael Rosholm,1
Mikkel Aagaard Houmark,Michael Rosholm,1
Mikkel Aagaard Houmark,Victor Ronda,1
Emanuel Schertz,Amanda Wahlers,1
Emanuel Schertz,Elizabeth Thach,1
Kai Matheson,James Stratton,1
Danny Onorato,Sebastian Puerta,1
Danny Onorato,James Stratton,1
Danny Onorato,Kamelia Stavreva,1
Danny Onorato,Krista Stapleford,1
Danny Onorato,Shannon Felton Spence,1
Danny Onorato,Emanuel Schertz,1
Danny Onorato,Tom Rutter,1
Danny Onorato,Peter Ruhm,1
Danny Onorato,Daniel A. Reuter,1
Danny Onorato,Max Pienkny,1
Emanuel Schertz,Clare Suter,1
Danny Onorato,Lynn Overmann,1
Kate Musen,Aiyun Zheng,1
Kate Musen,Ruby Zhang,1
Kate Musen,David Williams,1
Kate Musen,A.K. Williams,1
Kate Musen,Amanda Wahlers,1
Kate Musen,Nicolaj Thor,1
Kate Musen,Elizabeth Thach,1
Danny Onorato,Clare Suter,1
Danny Onorato,Elizabeth Thach,1
Danny Onorato,Nicolaj Thor,1
Danny Onorato,Amanda Wahlers,1
Lynn Overmann,Nicolaj Thor,1
Lynn Overmann,Elizabeth Thach,1
Lynn Overmann,Clare Suter,1
Lynn Overmann,James Stratton,1
Lynn Overmann,Kamelia Stavreva,1
Lynn Overmann,Krista Stapleford,1
Lynn Overmann,Shannon Felton Spence,1
Lynn Overmann,Emanuel Schertz,1
Lynn Overmann,Tom Rutter,1
Lynn Overmann,Peter Ruhm,1
Lynn Overmann,Daniel A. Reuter,1
Lynn Overmann,Sebastian Puerta,1
Lynn Overmann,Max Pienkny,1
Danny Onorato,Aiyun Zheng,1
Danny Onorato,Ruby Zhang,1
Danny Onorato,David Williams,1
Danny Onorato,A.K. Williams,1
Kate Musen,Clare Suter,1
Kate Musen,James Stratton,1
Kate Musen,Kamelia Stavreva,1
Jared Miller,Krista Stapleford,1
Jared Miller,Emanuel Schertz,1
Jared Miller,Tom Rutter,1
Jared Miller,Peter Ruhm,1
Jared Miller,Daniel A. Reuter,1
Jared Miller,Sebastian Puerta,1
Jared Miller,Max Pienkny,1
Jared Miller,Lynn Overmann,1
Jared Miller,Danny Onorato,1
Jared Miller,Kate Musen,1
Kai Matheson,Aiyun Zheng,1
Kai Matheson,Ruby Zhang,1
Kai Matheson,David Williams,1
Kai Matheson,A.K. Williams,1
Kai Matheson,Amanda Wahlers,1
Kai Matheson,Nicolaj Thor,1
Kai Matheson,Elizabeth Thach,1
Kai Matheson,Clare Suter,1
Jared Miller,Shannon Felton Spence,1
Jared Miller,Kamelia Stavreva,1
Kate Musen,Krista Stapleford,1
Jared Miller,James Stratton,1
Kate Musen,Shannon Felton Spence,1
Kate Musen,Emanuel Schertz,1
Kate Musen,Tom Rutter,1
Kate Musen,Peter Ruhm,1
Kate Musen,Daniel A. Reuter,1
Kate Musen,Sebastian Puerta,1
Kate Musen,Max Pienkny,1
Kate Musen,Lynn Overmann,1
Kate Musen,Danny Onorato,1
Jared Miller,Aiyun Zheng,1
Jared Miller,Ruby Zhang,1
Jared Miller,David Williams,1
Jared Miller,A.K. Williams,1
Jared Miller,Amanda Wahlers,1
Jared Miller,Nicolaj Thor,1
Jared Miller,Elizabeth Thach,1
Jared Miller,Clare Suter,1
Lynn Overmann,Amanda Wahlers,1
Lynn Overmann,A.K. Williams,1
Lynn Overmann,David Williams,1
Peter Ruhm,David Williams,1
Peter Ruhm,Amanda Wahlers,1
Peter Ruhm,Nicolaj Thor,1
Peter Ruhm,Elizabeth Thach,1
Peter Ruhm,Clare Suter,1
Peter Ruhm,James Stratton,1
Peter Ruhm,Kamelia Stavreva,1
Peter Ruhm,Krista Stapleford,1
Peter Ruhm,Shannon Felton Spence,1
Peter Ruhm,Emanuel Schertz,1
Peter Ruhm,Tom Rutter,1
Daniel A. Reuter,Aiyun Zheng,1
Daniel A. Reuter,Ruby Zhang,1
Daniel A. Reuter,David Williams,1
Daniel A. Reuter,A.K. Williams,1
Daniel A. Reuter,Amanda Wahlers,1
Daniel A. Reuter,Nicolaj Thor,1
Daniel A. Reuter,Elizabeth Thach,1
Peter Ruhm,A.K. Williams,1
Peter Ruhm,Ruby Zhang,1
Daniel A. Reuter,James Stratton,1
Peter Ruhm,Aiyun Zheng,1
Emanuel Schertz,James Stratton,1
Emanuel Schertz,Kamelia Stavreva,1
Emanuel Schertz,Krista Stapleford,1
Emanuel Schertz,Shannon Felton Spence,1
Tom Rutter,Aiyun Zheng,1
Tom Rutter,Ruby Zhang,1
Tom Rutter,David Williams,1
Tom Rutter,A.K. Williams,1
Tom Rutter,Amanda Wahlers,1
Tom Rutter,Nicolaj Thor,1
Tom Rutter,Elizabeth Thach,1
Tom Rutter,Clare Suter,1
Tom Rutter,James Stratton,1
Tom Rutter,Kamelia Stavreva,1
Tom Rutter,Krista Stapleford,1
Tom Rutter,Shannon Felton Spence,1
Tom Rutter,Emanuel Schertz,1
